Measurement Name :,run_1_dark_7_12_23-1173,,Generated On :,"12/07/2023, 12:44:45",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0009001173      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 050
Ref LED current   : 050
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
12.07.23 12:33:59,12.03,286.01,310.46,294.22,315.94,252.35,307.52,306.27,277.47,272.63,265.42,238.31,256.68,212.4,278.28,206.42,296.29,202.7,246.47,297.53,285.2,259.45,273.44,304.6,304.6,,23,969,35,27.08,
12.07.23 12:34:14,12.28,285.6,309.2,293.4,315.09,251.17,306.69,305.01,276.66,271.83,265.02,237.54,256.68,211.65,277.47,205.3,295.87,201.59,246.47,297.94,284.38,259.45,273.03,303.76,304.6,,23,969,35,27.08,
12.07.23 12:34:29,12.53,285.6,309.2,292.57,315.52,250.78,306.69,305.85,275.86,271.83,265.02,236.76,257.08,211.65,277.47,205.67,296.29,201.21,246.47,297.53,283.97,259.06,273.03,304.18,304.6,,23,969,35,27.08,
12.07.23 12:34:44,12.78,285.6,308.78,292.16,314.67,251.17,305.43,305.43,275.86,271.02,264.22,237.15,256.68,211.28,276.66,205.67,295.87,200.47,245.69,296.29,283.56,259.06,272.63,302.93,303.76,,23,969,35,27.08,
12.07.23 12:34:59,13.03,285.2,307.94,292.57,315.09,249.6,305.85,305.01,275.86,270.62,264.62,236.76,257.47,210.9,276.26,204.56,295.05,199.36,246.08,296.29,283.97,259.06,272.23,303.34,303.34,,23,969,35,27.09,
12.07.23 12:35:14,13.28,285.6,307.94,292.57,314.67,250.78,305.43,304.6,275.86,270.62,264.22,236.76,256.29,210.15,275.86,205.3,295.05,198.63,246.08,296.29,283.16,259.06,271.42,302.51,303.34,,23,969,35,27.09,
12.07.23 12:35:29,13.53,284.38,307.52,291.34,313.83,249.6,304.18,304.18,274.64,269.42,263.82,235.99,257.08,209.4,275.45,204.56,293.81,197.52,245.69,295.46,282.34,258.26,271.02,302.09,302.09,,23,969,35,27.08,
12.07.23 12:35:44,13.78,285.2,306.69,290.52,313.4,249.6,304.18,302.93,274.24,268.62,263.03,234.84,257.47,209.03,274.24,204.18,293.4,197.15,245.69,295.46,281.53,258.26,271.42,301.68,302.09,,23,969,35,27.08,
12.07.23 12:35:59,14.03,283.97,305.85,290.93,312.98,249.6,304.18,303.34,273.44,268.62,263.03,235.22,256.29,209.03,274.64,203.81,292.99,196.41,245.3,295.46,281.12,258.26,270.22,301.68,300.85,,23,969,35,27.08,
12.07.23 12:36:14,14.28,283.56,305.85,290.52,311.72,248.82,303.34,302.93,272.63,267.42,262.23,234.07,255.89,208.28,273.84,203.07,292.57,195.31,244.52,294.64,281.12,258.26,269.42,300.43,300.43,,23,969,35,27.08,
12.07.23 12:36:29,14.53,284.38,305.01,290.11,312.98,248.42,302.93,302.09,272.63,267.42,261.83,233.68,256.29,207.91,273.44,203.07,292.57,194.57,246.08,294.22,281.12,258.66,270.62,300.43,300.43,,23,969,35,27.08,
12.07.23 12:36:44,14.78,284.38,305.43,290.11,312.14,248.42,302.93,301.68,273.03,265.82,262.23,234.45,256.29,207.91,273.44,203.07,292.16,194.21,245.3,293.4,279.9,258.66,270.22,300.02,299.6,,23,969,35,27.09,
12.07.23 12:36:59,15.03,283.97,304.6,289.7,312.56,248.42,302.09,301.68,273.03,266.22,262.23,232.53,256.68,207.54,272.23,202.33,291.75,193.47,244.91,294.64,279.9,257.87,269.82,299.6,299.19,,23,969,35,27.08,
12.07.23 12:37:14,15.28,282.75,304.6,288.88,310.46,247.64,301.68,301.26,271.83,265.42,261.83,233.3,255.89,206.04,271.42,201.59,291.34,192.37,244.91,293.81,279.09,257.47,269.82,299.19,298.77,,23,969,35,27.08,
12.07.23 12:37:29,15.53,283.56,304.18,288.88,310.88,246.86,302.51,300.85,271.83,265.02,262.23,233.68,256.29,206.04,271.83,201.59,290.93,192,245.3,293.81,279.9,258.26,269.42,299.19,299.6,,23,969,35,27.08,
12.07.23 12:37:44,15.78,281.94,303.34,288.06,310.04,247.25,300.85,300.43,270.22,263.42,261.83,232.91,256.29,205.67,270.62,201.96,290.11,191.27,244.13,293.81,279.09,257.47,269.02,298.36,298.36,,23,969,35,27.08,
12.07.23 12:37:59,16.03,283.16,304.18,288.06,310.46,246.47,300.85,299.6,271.42,263.82,262.23,231.76,256.68,204.93,271.02,201.59,290.52,190.9,244.52,293.4,279.09,257.47,269.42,298.36,299.19,,23,969,35,27.08,
12.07.23 12:38:14,16.28,281.53,303.76,288.06,310.88,246.86,300.02,299.19,270.62,262.63,261.04,231.76,255.89,204.56,270.22,200.84,289.7,189.81,244.52,293.81,277.88,257.08,268.62,298.36,297.94,,23,969,35,27.09,
12.07.23 12:38:29,16.53,281.53,303.34,287.65,309.62,246.08,299.6,300.02,269.02,262.63,261.44,230.99,255.5,204.93,269.82,200.47,288.88,189.81,244.52,292.99,277.88,257.47,269.02,297.11,298.36,,23,969,35,27.08,
12.07.23 12:38:44,16.78,280.31,303.76,286.83,309.62,244.91,299.19,298.77,269.82,262.23,260.24,230.61,255.5,203.81,269.02,199.73,289.7,187.62,243.74,292.16,277.07,257.47,268.22,295.87,297.53,,23,969,35,27.08,
12.07.23 12:38:59,17.03,280.31,303.34,287.24,309.2,244.91,299.19,298.77,269.42,262.23,261.44,229.84,255.89,203.44,269.02,199.73,288.88,187.98,244.52,292.57,277.07,257.08,267.82,296.7,296.7,,23,969,35,27.08,
12.07.23 12:39:14,17.28,279.9,303.34,286.83,309.2,244.91,298.36,297.94,269.02,261.83,261.04,230.22,256.29,203.07,269.42,199.36,288.47,187.25,244.13,292.16,277.07,256.68,267.82,297.11,296.29,,23,969,35,27.08,
12.07.23 12:39:29,17.53,279.9,302.93,286.01,309.2,244.52,298.36,297.11,268.22,261.44,261.04,230.61,256.29,202.7,268.62,198.63,287.65,186.16,244.13,291.34,275.86,256.68,268.22,297.11,296.7,,23,969,35,27.08,
12.07.23 12:39:44,17.78,280.31,302.09,286.01,308.78,244.52,297.11,297.53,267.82,261.04,259.85,229.84,256.29,202.7,267.82,198.63,287.24,186.16,244.13,291.75,276.66,256.68,267.82,296.29,295.87,,23,969,35,27.08,
12.07.23 12:39:59,18.03,279.09,301.68,284.38,307.52,243.35,296.7,296.7,266.22,260.64,259.85,228.31,255.5,201.59,267.82,198.26,286.42,185.43,243.74,291.34,275.45,256.68,267.02,295.46,295.05,,23,969,35,27.08,
12.07.23 12:40:14,18.28,279.5,301.26,283.97,307.1,243.35,296.29,295.87,266.22,259.85,259.45,228.31,255.89,200.47,266.62,197.52,285.6,184.7,243.35,290.52,275.45,256.29,266.22,295.87,293.81,,23,969,35,27.08,
12.07.23 12:40:29,18.53,278.28,302.09,283.97,307.1,242.96,295.87,295.87,265.42,259.85,259.85,227.55,255.5,200.84,266.22,197.52,285.2,183.98,243.35,290.11,275.45,256.68,267.02,295.46,293.4,,23,969,35,27.08,
12.07.23 12:40:44,18.78,278.69,300.85,283.97,306.69,242.96,294.64,296.29,265.02,259.45,259.06,228.31,255.1,200.1,265.82,197.15,284.79,183.25,243.35,289.7,274.24,256.68,267.02,295.05,292.99,,23,969,35,27.08,
12.07.23 12:40:59,19.03,278.69,300.43,283.16,306.69,242.19,295.05,295.05,264.62,258.26,259.45,227.93,254.71,199.73,265.42,196.78,284.38,182.89,242.96,288.88,274.64,256.29,266.62,295.05,292.99,,23,969,35,27.08,
12.07.23 12:41:14,19.28,277.88,301.26,282.34,305.43,241.8,294.64,295.05,264.22,257.08,258.66,227.55,255.5,200.1,264.22,196.41,283.16,182.16,243.35,289.29,274.24,255.89,267.02,295.05,293.4,,23,969,35,27.08,
12.07.23 12:41:29,19.53,278.28,300.85,281.94,305.85,242.19,295.05,295.46,264.22,257.47,257.87,227.55,255.5,199.73,264.22,196.41,283.97,181.44,243.35,288.88,274.64,256.68,267.02,294.22,293.4,,23,969,35,27.08,
12.07.23 12:41:44,19.78,278.28,300.02,281.94,306.27,241.41,294.64,294.22,264.22,256.68,257.87,226.78,255.1,199.36,263.82,195.68,283.16,180.72,243.35,289.7,273.84,255.5,266.22,294.64,292.57,,23,969,35,27.08,
12.07.23 12:41:59,20.03,277.47,299.19,281.53,305.85,241.02,292.99,295.05,265.42,256.29,257.87,226.4,254.71,199.36,263.42,195.31,282.75,179.63,243.74,288.88,273.03,255.5,265.82,293.81,291.75,,23,969,35,27.08,
12.07.23 12:42:14,20.28,277.47,299.19,281.53,305.43,240.25,292.99,294.22,264.22,255.89,258.26,226.78,255.1,198.26,263.42,195.31,282.75,179.27,243.74,288.47,272.63,255.89,265.82,292.99,291.75,,23,969,35,27.08,
12.07.23 12:42:29,20.53,277.47,299.19,281.53,305.43,240.63,293.4,294.22,265.02,255.5,257.87,226.4,253.92,198.26,263.42,194.94,281.94,178.91,243.35,288.06,272.63,256.29,265.82,292.99,291.34,,23,969,35,27.08,
12.07.23 12:42:44,20.78,277.07,298.36,281.12,305.01,239.86,292.99,292.99,264.22,255.1,257.08,225.64,253.92,197.89,262.63,194.94,281.53,177.83,243.74,287.24,272.63,255.5,265.82,292.57,290.52,,23,969,35,27.08,
12.07.23 12:42:59,21.03,277.07,299.19,279.9,305.01,239.47,292.16,293.4,263.82,255.1,257.08,224.88,254.31,198.63,263.03,194.21,281.12,177.47,243.35,287.65,272.23,255.1,264.62,292.99,291.34,,23,969,35,27.06,
12.07.23 12:43:14,21.28,276.66,298.77,280.31,304.6,239.47,291.75,292.99,264.22,254.71,257.47,224.5,254.31,197.52,262.23,193.1,281.12,176.39,242.57,287.24,272.23,255.5,265.02,292.16,290.52,,23,969,35,27.08,
12.07.23 12:43:29,21.53,276.26,298.77,279.5,304.18,238.7,291.34,292.57,264.22,253.92,256.68,224.88,254.31,196.04,262.23,193.84,279.9,176.39,242.96,286.42,272.23,255.89,265.02,291.75,290.52,,23,969,35,27.06,
12.07.23 12:43:44,21.78,276.26,297.11,278.69,304.18,238.31,290.93,292.16,263.82,253.92,256.68,224.12,253.92,196.04,261.44,193.1,279.5,175.67,242.19,286.42,271.42,255.89,264.62,292.16,290.11,,23,969,35,27.08,
12.07.23 12:43:59,22.03,275.86,297.11,278.69,303.76,237.92,291.34,291.34,261.83,252.74,256.29,224.12,253.53,194.94,260.64,192.74,278.69,174.95,242.96,285.6,270.22,254.31,263.82,290.52,289.7,,23,969,35,27.08,
