Measurement Name :,run_4_dark_7_12_23-1173,,Generated On :,"12/07/2023, 14:41:05",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0009001173      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 050
Ref LED current   : 050
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
12.07.23 14:17:57,0.03,277.47,324.43,267.82,362.82,186.89,250.38,272.23,233.68,222.98,192.74,149.12,170.65,133.58,293.4,91.53,257.47,180.72,171.36,283.16,271.83,204.56,251.56,283.16,293.81,,23,969,35,24.13,
12.07.23 14:18:12,0.28,277.47,323.15,265.42,362.38,185.8,248.82,271.42,232.53,222.6,191.64,148.08,169.93,132.55,292.57,90.88,255.5,179.99,170.65,280.72,271.83,204.18,251.17,283.16,293.81,,23,969,35,24.08,
12.07.23 14:18:27,0.53,277.07,324.01,266.22,362.82,185.8,248.03,271.42,232.14,221.84,191.27,148.42,169.58,132.21,292.57,90.88,254.31,179.27,170.65,281.53,270.62,204.18,251.17,283.16,294.22,,23,969,35,24.05,
12.07.23 14:18:42,0.78,277.07,322.73,265.42,361.48,185.43,247.25,269.82,230.99,221.08,191.27,147.38,169.58,131.87,292.16,90.55,253.92,178.55,169.93,280.72,271.83,204.18,250.38,281.53,293.81,,23,969,35,24.01,
12.07.23 14:18:57,1.03,277.07,322.73,265.82,361.04,185.43,247.25,270.62,230.99,220.7,190.54,149.12,169.93,131.19,291.75,90.55,253.53,178.91,171.01,280.31,271.02,204.56,250.38,281.53,293.81,,23,969,35,23.98,
12.07.23 14:19:12,1.28,276.66,323.15,265.02,361.04,184.34,246.86,270.22,230.99,220.32,190.17,148.08,169.93,131.19,291.34,90.55,252.35,178.19,170.65,279.9,270.62,203.81,250.78,281.94,293.81,,23,969,35,23.94,
12.07.23 14:19:27,1.53,276.66,322.73,265.02,361.04,185.43,247.25,269.82,229.46,221.46,190.54,148.42,169.58,130.85,291.34,89.58,251.56,177.83,171.36,279.9,271.02,204.18,250.38,282.34,294.22,,23,969,35,23.91,
12.07.23 14:19:42,1.78,277.07,323.15,265.02,361.04,186.16,247.64,271.02,230.61,220.7,190.9,148.77,170.65,130.85,291.34,90.55,252.35,177.83,171.01,279.9,271.02,205.3,249.99,282.75,294.64,,23,969,35,23.88,
12.07.23 14:19:57,2.03,276.66,322.73,264.22,361.04,185.8,247.25,270.22,230.61,220.32,190.9,148.77,171.01,130.17,291.34,90.55,252.74,177.11,171.01,279.9,271.42,204.93,250.38,282.34,293.81,,23,969,35,23.88,
12.07.23 14:20:12,2.28,277.88,322.73,265.02,361.48,185.43,247.25,270.62,230.22,221.08,191.64,148.08,171.72,129.83,291.34,89.9,251.95,176.75,170.65,280.31,271.83,205.3,250.78,282.34,294.64,,23,969,35,23.86,
12.07.23 14:20:27,2.53,277.07,322.3,265.42,361.93,186.52,247.64,270.62,230.22,220.7,191.64,148.77,172.08,130.17,290.52,90.88,251.95,176.75,171.01,279.9,272.63,205.3,251.17,283.16,295.05,,23,969,35,23.84,
12.07.23 14:20:42,2.78,277.07,322.3,265.42,360.6,185.8,248.03,270.22,229.84,221.08,191.27,148.77,172.08,130.17,291.34,90.23,251.95,176.75,171.72,280.72,272.23,204.93,250.78,283.97,294.64,,23,969,35,23.84,
12.07.23 14:20:57,3.03,277.07,322.3,264.62,361.04,185.8,248.03,270.62,230.22,220.7,190.9,148.77,171.72,129.83,290.93,90.23,251.17,176.03,172.08,279.9,272.23,205.67,250.78,283.97,295.05,,23,969,35,23.81,
12.07.23 14:21:12,3.28,276.66,321.88,265.02,359.71,185.07,248.03,271.02,229.08,220.32,189.81,148.77,172.8,129.48,290.11,90.23,251.56,175.31,171.36,279.9,272.23,204.93,250.78,283.97,295.46,,23,969,35,23.81,
12.07.23 14:21:27,3.53,277.47,322.3,265.42,360.6,186.16,249.21,271.42,229.08,221.08,191.27,149.12,173.15,129.83,290.93,89.9,251.95,175.31,172.08,279.5,273.44,206.04,251.95,283.97,295.87,,23,969,35,23.81,
12.07.23 14:21:42,3.78,277.88,322.73,265.42,361.04,185.8,249.6,272.23,229.08,221.08,191.64,149.12,173.51,129.83,290.52,90.23,252.74,174.95,172.08,279.9,273.44,206.42,251.17,285.2,296.7,,23,969,35,23.79,
12.07.23 14:21:57,4.03,277.47,323.15,265.42,360.15,186.52,249.99,271.42,228.69,221.08,191.27,148.77,174.23,129.14,290.52,90.23,253.13,174.95,171.72,278.69,273.03,206.42,251.17,285.2,295.46,,23,969,35,23.79,
12.07.23 14:22:12,4.28,277.88,322.3,265.42,359.71,186.52,249.99,271.83,228.69,221.08,191.64,149.82,174.95,129.83,289.7,89.9,253.13,174.59,172.08,278.69,273.44,206.79,251.56,285.2,296.29,,23,969,35,23.77,
12.07.23 14:22:27,4.53,277.07,322.73,265.42,358.82,186.89,250.38,271.42,227.93,221.46,191.64,148.77,174.23,129.14,289.7,89.9,253.13,174.59,172.44,279.09,273.03,206.42,251.56,285.2,296.7,,23,969,35,23.77,
12.07.23 14:22:42,4.78,278.28,323.15,265.02,359.26,187.25,251.17,271.02,228.69,221.84,191.27,149.12,175.31,129.48,290.52,90.23,253.92,174.23,172.44,278.28,274.24,206.79,251.56,285.6,295.46,,23,969,35,23.77,
12.07.23 14:22:57,5.03,277.07,321.88,265.82,358.82,186.89,249.99,271.42,228.31,221.46,190.9,148.77,174.23,128.46,289.7,89.58,252.74,173.87,172.08,278.28,273.03,206.79,251.95,285.2,295.87,,23,969,35,23.77,
12.07.23 14:23:12,5.28,277.47,323.15,265.42,360.15,186.89,251.17,271.42,227.93,221.84,191.27,148.77,174.59,129.14,289.29,89.58,253.13,173.87,172.44,278.69,273.44,206.42,251.95,285.6,295.87,,23,969,35,23.77,
12.07.23 14:23:27,5.53,276.66,321.45,265.42,360.6,186.52,250.38,271.02,227.55,221.84,190.9,148.77,174.95,129.14,288.88,90.23,252.74,172.8,172.08,277.88,273.44,207.16,251.95,285.6,295.87,,23,969,35,23.75,
12.07.23 14:23:42,5.78,277.07,322.3,266.62,360.6,186.89,250.78,271.42,228.31,222.22,192,149.47,175.67,129.14,289.29,89.9,253.13,173.15,172.8,278.28,274.24,207.54,252.35,286.42,296.7,,23,969,35,23.77,
12.07.23 14:23:57,6.03,277.07,322.3,265.82,358.82,187.25,250.78,271.02,227.16,221.46,191.64,148.77,175.67,128.8,288.47,89.9,253.13,172.44,172.44,277.88,273.03,206.79,251.95,285.6,295.87,,23,969,35,23.75,
12.07.23 14:24:12,6.28,276.26,322.3,265.02,359.71,186.89,250.38,271.02,226.78,221.46,190.9,148.42,175.31,127.78,288.06,89.26,251.95,172.44,172.08,277.88,273.44,207.16,251.56,286.01,295.87,,23,969,35,23.74,
12.07.23 14:24:27,6.53,276.66,321.03,265.42,359.71,187.25,250.78,270.62,226.78,220.7,191.27,148.42,174.95,127.78,287.65,89.26,251.95,172.08,172.44,277.88,272.63,207.16,251.17,286.01,294.64,,23,969,35,23.74,
12.07.23 14:24:42,6.78,275.45,320.18,265.02,358.82,186.89,250.78,270.62,226.78,220.7,190.9,147.73,174.95,127.78,287.24,88.93,250.78,171.72,171.72,277.07,272.63,206.79,251.56,285.6,295.05,,23,969,35,23.73,
12.07.23 14:24:57,7.03,275.86,320.6,265.42,358.82,186.52,249.99,270.62,226.4,220.7,190.9,148.08,175.67,128.12,288.06,89.58,251.17,171.36,171.72,277.47,272.63,207.16,251.56,285.6,295.46,,23,969,35,23.72,
12.07.23 14:25:12,7.28,275.05,320.18,264.62,357.93,186.89,249.99,271.02,226.4,220.32,190.54,147.73,175.31,126.76,287.24,88.93,251.56,171.01,172.08,277.07,272.23,207.16,251.56,285.6,294.22,,23,969,35,23.72,
12.07.23 14:25:27,7.53,274.64,319.75,264.22,358.37,186.16,249.6,270.62,226.02,219.94,190.9,147.38,175.31,127.1,286.42,88.93,250.38,171.01,171.72,276.26,272.63,207.16,251.95,284.79,295.05,,23,969,35,23.7,
12.07.23 14:25:42,7.78,273.84,318.9,264.62,356.6,185.43,249.6,269.82,225.26,219.94,190.54,146.34,174.95,126.43,286.42,87.96,249.6,170.65,172.08,275.86,271.02,206.79,250.78,284.38,294.22,,23,969,35,23.7,
12.07.23 14:25:57,8.03,273.44,318.9,263.82,357.93,185.43,249.21,270.22,225.26,218.81,190.17,147.03,175.31,125.75,286.01,88.28,250.38,170.29,171.72,275.05,271.42,206.42,250.78,283.56,293.81,,23,969,35,23.68,
12.07.23 14:26:12,8.28,272.23,318.05,264.22,356.6,185.07,248.82,269.42,224.88,219.18,189.44,146.68,174.23,125.75,286.01,88.28,249.6,169.22,171.36,275.05,271.42,206.42,250.38,283.97,292.57,,23,969,35,23.67,
12.07.23 14:26:27,8.53,272.23,317.21,263.03,355.72,184.7,248.03,269.42,224.12,218.05,188.71,146.34,174.23,125.41,285.2,87.63,248.82,168.51,170.65,274.64,270.62,206.42,250.38,283.56,292.57,,23,969,35,23.66,
12.07.23 14:26:42,8.78,271.02,316.78,263.42,353.95,183.98,247.64,268.22,224.12,217.67,188.71,145.64,173.87,125.07,283.56,87.31,249.21,168.86,170.65,274.64,269.82,205.67,249.6,283.16,292.57,,23,969,35,23.67,
12.07.23 14:26:57,9.03,270.62,314.67,262.23,354.39,183.62,246.86,267.82,223.36,216.54,188.35,144.95,173.15,124.39,282.34,86.66,248.03,167.79,169.58,273.44,269.02,205.67,249.21,282.34,291.75,,23,969,35,23.63,
12.07.23 14:27:12,9.28,271.02,315.94,263.42,354.39,183.62,247.25,267.82,223.36,216.92,188.35,145.3,174.23,124.39,284.79,87.31,247.64,167.79,171.01,273.84,269.82,206.04,249.6,282.34,292.16,,23,969,35,23.63,
12.07.23 14:27:27,9.53,269.42,314.25,262.23,353.95,182.53,246.47,267.82,222.98,215.79,187.62,145.3,173.15,123.72,282.75,86.34,247.25,167.44,169.58,273.44,268.62,205.67,249.21,281.12,290.93,,23,969,35,23.61,
12.07.23 14:27:42,9.78,269.82,314.67,261.83,353.95,182.16,246.47,267.42,222.22,215.79,187.62,144.95,172.8,123.04,281.94,86.66,246.47,166.73,169.58,273.44,269.02,205.67,249.21,281.53,290.52,,23,969,35,23.59,
12.07.23 14:27:57,10.03,268.62,313.4,261.44,353.07,182.16,246.08,267.42,221.84,215.79,187.62,144.6,173.15,123.04,282.75,85.69,246.47,166.73,169.22,272.63,268.22,205.3,249.6,281.53,290.52,,23,969,35,23.59,
12.07.23 14:28:12,10.28,268.22,313.83,261.04,353.07,181.44,246.08,267.02,221.46,214.66,186.89,144.6,172.44,123.04,281.94,86.01,245.3,166.37,169.58,273.03,267.82,205.3,249.21,280.72,290.11,,23,969,35,23.59,
12.07.23 14:28:27,10.53,269.02,312.56,261.83,352.19,181.8,245.69,267.02,221.08,215.41,187.25,144.26,172.08,122.7,281.12,85.69,245.69,166.02,168.86,271.42,267.82,205.3,248.42,280.72,289.7,,23,969,35,23.58,
12.07.23 14:28:42,10.78,268.22,312.56,261.44,352.19,181.8,245.3,267.02,221.46,215.03,186.89,143.56,172.08,122.36,281.53,85.69,245.3,166.02,169.58,271.83,267.42,205.67,248.82,279.9,289.7,,23,969,35,23.58,
12.07.23 14:28:57,11.03,267.82,312.98,260.64,352.19,181.8,245.69,267.42,221.46,214.66,187.62,144.6,173.15,122.03,281.94,86.34,245.69,166.02,169.58,272.23,268.22,205.67,248.42,281.53,290.11,,23,969,35,23.56,
12.07.23 14:29:12,11.28,267.42,311.72,260.24,351.75,181.08,246.08,266.62,219.56,215.03,186.89,143.56,172.08,121.01,280.72,86.01,244.52,164.95,168.86,272.23,267.42,205.3,248.03,280.72,289.29,,23,969,35,23.56,
12.07.23 14:29:27,11.53,267.42,311.3,260.64,351.75,181.8,245.69,266.62,219.94,214.28,186.52,143.22,173.15,121.69,280.72,86.34,245.3,164.59,169.22,271.42,267.02,206.04,248.03,280.31,289.7,,23,969,35,23.54,
12.07.23 14:29:42,11.78,267.02,311.3,259.06,351.75,180.36,244.91,265.42,219.56,213.53,185.8,143.22,172.08,120.34,280.31,85.37,244.52,163.88,168.15,270.62,267.42,204.93,248.03,279.9,289.29,,23,969,35,23.54,
12.07.23 14:29:57,12.03,266.22,311.3,259.85,351.75,180.36,244.52,265.82,218.81,213.53,186.16,142.87,171.72,120.34,279.5,85.37,243.74,164.24,168.51,270.62,266.62,204.93,248.03,280.31,289.7,,23,969,35,23.54,
12.07.23 14:30:12,12.28,265.42,310.46,258.66,349.99,179.63,243.74,265.42,219.18,213.15,185.07,141.83,171.36,120,279.5,84.72,243.35,163.53,168.15,269.82,266.22,204.18,247.64,279.5,287.24,,23,969,35,23.52,
12.07.23 14:30:27,12.53,265.02,309.62,258.66,350.43,179.63,243.35,264.22,218.81,212.03,185.43,141.83,171.36,119.33,278.69,84.08,242.57,162.82,167.44,269.82,265.42,204.56,246.86,278.28,287.24,,23,969,35,23.54,
12.07.23 14:30:42,12.78,265.02,309.2,258.26,350.87,178.91,243.35,264.22,218.81,211.65,184.7,141.49,171.36,119.33,277.88,83.75,242.19,162.47,167.44,269.42,265.42,204.93,246.86,278.69,287.65,,23,969,35,23.49,
12.07.23 14:30:57,13.03,263.82,308.78,257.87,349.99,178.55,242.19,264.22,218.05,210.9,183.62,141.49,171.36,118.32,277.47,84.08,242.19,161.76,167.08,268.62,265.02,204.18,246.47,277.47,287.24,,23,969,35,23.49,
12.07.23 14:31:12,13.28,263.82,307.94,256.68,349.55,177.83,242.57,263.42,216.92,210.53,183.62,141.14,169.93,117.99,277.07,84.08,241.02,161.05,166.73,267.82,264.62,203.81,246.08,277.07,286.83,,23,969,35,23.48,
12.07.23 14:31:27,13.53,263.42,307.94,256.68,349.11,178.19,242.96,263.03,217.29,210.15,183.98,141.49,170.65,118.32,276.66,83.75,241.02,161.41,166.37,268.22,264.62,204.56,246.08,277.47,286.01,,23,969,35,23.48,
12.07.23 14:31:42,13.78,262.63,307.52,256.68,348.67,177.47,241.8,263.42,216.92,210.53,183.25,140.11,170.29,117.31,276.66,83.43,240.63,160.35,166.02,268.22,263.42,203.07,245.69,277.07,285.2,,23,969,35,23.47,
12.07.23 14:31:57,14.03,263.03,307.52,257.08,348.67,178.19,241.8,263.03,216.92,209.78,183.25,140.45,169.93,117.65,276.66,83.43,241.02,161.05,166.73,267.82,264.62,203.81,246.08,277.47,285.2,,23,969,35,23.43,
12.07.23 14:32:12,14.28,262.63,307.94,256.68,346.92,177.83,242.57,263.42,217.29,210.53,183.25,140.11,170.29,116.98,276.66,83.11,240.63,159.99,166.37,267.42,264.22,203.44,245.69,276.26,286.01,,23,969,35,23.43,
12.07.23 14:32:27,14.53,262.63,307.1,255.89,347.79,176.75,241.41,263.03,217.67,210.15,183.25,140.11,170.29,116.98,276.26,82.79,240.63,159.99,166.37,267.02,263.82,204.18,245.69,277.07,284.79,,23,969,35,23.43,
12.07.23 14:32:42,14.78,261.83,307.1,255.1,346.92,177.11,242.19,263.03,217.67,209.78,183.62,140.11,169.93,116.31,276.26,83.11,240.63,159.64,166.37,267.02,263.82,203.44,245.69,275.05,285.6,,23,969,35,23.43,
12.07.23 14:32:57,15.03,262.23,306.27,255.5,347.35,176.75,240.63,263.03,218.43,209.4,182.53,140.11,169.58,115.97,275.05,82.79,239.86,159.64,166.02,267.42,262.23,203.07,245.69,276.26,285.2,,23,969,35,23.41,
12.07.23 14:33:12,15.28,261.83,306.27,255.1,347.79,177.11,241.8,262.23,217.67,209.78,182.53,139.42,170.29,116.64,275.45,82.46,240.63,159.29,166.37,267.02,263.03,204.18,245.69,276.26,285.6,,23,969,35,23.42,
12.07.23 14:33:27,15.53,261.83,305.85,255.1,347.35,176.75,241.02,261.83,218.43,209.03,182.89,139.07,169.93,115.64,275.45,82.46,239.86,158.93,166.02,266.22,262.63,203.81,245.69,276.66,285.2,,23,969,35,23.41,
12.07.23 14:33:42,15.78,261.44,304.6,253.92,346.04,176.75,241.41,261.44,218.05,209.4,182.89,139.76,170.29,115.97,275.45,82.79,239.47,158.58,166.02,266.62,263.42,203.81,244.91,275.86,284.79,,23,969,35,23.42,
12.07.23 14:33:57,16.03,261.83,305.85,254.31,346.48,176.03,241.02,261.83,218.05,209.03,182.89,139.42,169.22,115.97,275.45,82.14,239.47,158.93,166.37,266.22,263.42,204.18,245.69,275.45,285.2,,23,969,35,23.4,
12.07.23 14:34:12,16.28,261.44,305.01,253.92,346.92,176.39,241.41,261.83,217.67,208.66,183.25,139.76,169.93,115.3,275.05,82.14,239.08,158.93,165.66,265.82,262.63,203.81,244.91,275.45,284.79,,23,969,35,23.4,
12.07.23 14:34:27,16.53,261.44,305.01,254.31,346.92,176.03,240.63,261.83,216.92,208.28,182.53,139.07,170.29,115.64,275.05,82.14,239.08,158.23,166.02,266.22,262.63,203.81,244.91,276.26,285.2,,23,969,35,23.4,
12.07.23 14:34:42,16.78,260.64,305.43,253.53,346.92,176.39,240.63,261.04,217.29,208.66,182.53,138.38,169.93,115.3,274.64,81.82,239.08,157.53,166.02,266.22,262.63,204.18,245.3,276.26,283.97,,23,969,35,23.4,
12.07.23 14:34:57,17.03,261.83,305.43,253.53,346.92,175.67,240.63,261.83,217.29,208.66,182.89,138.73,169.93,114.3,275.05,81.82,238.31,157.17,166.37,266.22,262.63,203.44,244.52,275.45,284.79,,23,969,35,23.38,
12.07.23 14:35:12,17.28,260.64,305.43,253.13,346.04,176.39,240.63,261.44,217.67,209.03,182.53,138.73,170.29,114.63,275.05,82.14,238.31,157.88,166.02,265.82,261.83,204.18,245.3,275.86,283.97,,23,969,35,23.38,
12.07.23 14:35:27,17.53,260.64,304.6,253.13,346.48,175.31,240.25,261.44,216.54,208.28,181.8,138.38,170.29,114.97,274.24,81.82,238.7,157.88,166.02,265.42,262.23,204.56,245.3,275.45,284.79,,23,969,35,23.38,
12.07.23 14:35:42,17.78,260.64,305.01,253.13,346.92,175.67,241.41,260.64,216.92,207.54,182.53,138.73,169.93,114.3,273.84,81.82,237.92,156.82,165.66,265.02,261.83,203.44,244.91,275.45,284.38,,23,969,35,23.38,
12.07.23 14:35:57,18.03,260.24,304.18,253.53,346.48,174.95,240.25,260.64,216.54,207.54,181.8,137.7,169.58,113.96,273.44,80.86,238.31,157.17,165.66,265.02,261.83,203.81,244.13,274.24,284.38,,23,969,35,23.38,
12.07.23 14:36:12,18.28,260.24,304.18,252.74,346.04,174.95,240.63,261.04,217.29,208.28,181.44,137.7,169.93,114.3,273.44,81.18,238.31,156.82,165.66,265.82,261.83,204.18,244.91,274.24,284.79,,23,969,35,23.38,
12.07.23 14:36:27,18.53,260.64,304.18,251.56,346.04,174.59,241.02,260.64,217.29,207.16,182.16,138.04,169.93,114.3,273.44,81.18,237.54,156.47,165.3,265.42,261.44,203.81,244.52,275.05,284.79,,23,969,35,23.38,
12.07.23 14:36:42,18.78,260.24,303.76,251.95,344.73,174.95,240.25,260.64,216.92,207.16,181.8,137.7,169.58,113.63,273.03,81.18,238.31,156.47,164.59,264.62,261.44,203.81,244.52,274.24,284.38,,23,969,35,23.38,
12.07.23 14:36:57,19.03,260.24,303.76,252.35,344.73,174.95,240.63,260.64,217.29,207.16,182.53,137.7,169.93,113.63,273.03,81.18,237.54,156.47,165.3,265.42,261.83,204.18,243.74,275.45,283.56,,23,969,35,23.38,
12.07.23 14:37:12,19.28,259.45,302.93,251.95,345.17,174.95,240.63,260.64,217.29,206.79,182.89,138.04,169.93,113.63,273.03,81.18,237.54,156.47,165.66,264.62,260.64,204.56,243.74,274.64,283.56,,23,969,35,23.38,
12.07.23 14:37:27,19.53,259.85,302.93,251.95,344.73,174.59,241.02,260.64,217.29,206.04,181.8,138.04,169.22,113.3,273.44,81.18,237.15,156.12,165.66,265.42,261.83,204.56,244.13,274.64,284.38,,23,969,35,23.36,
12.07.23 14:37:42,19.78,259.85,302.93,251.17,344.73,174.59,240.63,260.24,216.16,205.67,181.8,136.67,169.58,113.3,273.03,80.53,237.54,155.42,164.95,264.62,260.64,204.56,244.52,273.84,284.38,,23,969,35,23.38,
12.07.23 14:37:57,20.03,259.45,303.34,251.17,344.73,174.59,239.86,260.64,216.92,206.04,182.53,137.35,169.93,112.63,272.23,80.53,237.15,155.77,165.3,264.62,259.85,204.56,244.91,273.84,284.79,,23,969,35,23.36,
12.07.23 14:38:12,20.28,259.85,303.34,252.35,344.29,174.23,240.25,260.64,217.67,206.04,181.8,137.01,169.22,112.96,273.03,80.86,237.54,155.07,165.3,265.02,261.44,204.18,244.91,274.64,284.38,,23,969,35,23.36,
12.07.23 14:38:27,20.53,259.85,302.93,251.17,344.73,173.15,240.25,259.85,216.16,205.3,181.8,136.67,169.93,112.29,272.23,80.53,236.76,155.07,164.59,263.82,260.64,204.18,244.52,274.64,283.56,,23,969,35,23.36,
12.07.23 14:38:42,20.78,259.85,302.51,250.78,344.73,173.87,241.02,260.24,216.54,206.04,181.8,137.01,168.86,112.63,273.03,80.21,236.76,155.07,164.95,264.62,260.24,204.18,244.52,274.64,283.97,,23,969,35,23.36,
12.07.23 14:38:58,21.05,259.45,302.93,251.17,344.29,174.23,240.63,260.24,216.92,204.93,182.16,137.01,169.22,111.96,272.23,79.89,236.76,155.42,165.3,264.22,259.85,204.18,244.91,274.64,283.97,,23,969,35,23.36,
12.07.23 14:39:13,21.3,258.66,302.09,250.38,343.86,173.51,240.63,259.45,216.16,205.67,181.44,136.32,169.22,112.29,272.63,80.21,236.38,154.71,164.95,263.82,260.64,203.81,244.52,273.84,283.56,,23,969,35,23.36,
12.07.23 14:39:28,21.55,258.66,301.26,250.78,343.86,172.44,239.47,259.06,216.54,204.93,181.08,135.64,168.51,111.63,271.42,79.25,235.61,154.01,164.24,263.42,259.85,203.81,243.74,273.84,282.75,,23,969,35,23.36,
12.07.23 14:39:43,21.8,259.06,302.09,250.38,343.86,172.8,239.86,259.85,216.54,204.93,181.08,135.98,169.22,111.96,271.83,79.57,235.99,154.36,164.95,263.82,259.45,204.18,244.13,274.24,283.16,,23,969,35,23.38,
12.07.23 14:39:58,22.05,259.06,301.68,249.99,343.42,173.15,240.25,258.66,216.54,204.56,181.44,135.64,168.86,111.63,271.42,79.57,235.61,153.66,164.24,263.42,259.45,204.18,244.13,273.84,282.75,,23,969,35,23.36,
12.07.23 14:40:13,22.3,259.06,302.09,250.38,343.42,173.15,239.86,259.06,216.92,204.93,181.44,135.98,168.51,111.63,271.42,79.25,235.61,154.01,165.3,263.82,260.24,204.56,244.52,274.24,283.56,,23,969,35,23.36,
